year,doi,title,f_author,id
2023,10.1007/978-3-031-47240-4_7,Rethinking Uncertainly Missing and Ambiguous Visual Modality in Multi-Modal Entity Alignment,Zhuo Chen ,1002
2023,10.1007/978-3-031-47240-4_8,Disentangled Contrastive Learning for Knowledge-Aware Recommender System,Shuhua Huang ,1003
2023,10.1007/978-3-031-47240-4_9,Dependency-Aware Core Column Discovery for Table Understanding,Jingyi Qiu ,1004
2023,10.1007/978-3-031-47243-5_1,HOLY: An Ontology Covering the Hydrogen Market,Kiara M. Ascencion Arevalo ,1005
2023,10.1007/978-3-031-47243-5_10,SPARQL_edit: Editing RDF Literals in Knowledge Graphs via View-Update Translations,Sascha Meckler ,1006
2023,10.1007/978-3-031-47243-5_11,LDkit: Linked Data Object Graph Mapping Toolkit for Web Applications,Karel Klíma ,1007
2023,10.1007/978-3-031-47243-5_12,VOYAGE: A Large Collection of Vocabulary Usage in Open RDF Datasets,Qing Shi ,1008
2023,10.1007/978-3-031-47243-5_13,Linked Data Objects (LDO): A TypeScript-Enabled RDF Devtool,Jackson Morgan ,1009
2023,10.1007/978-3-031-47243-5_14,Text2KGBench: A Benchmark for Ontology-Driven Knowledge Graph Generation from Text,Nandana Mihindukulasooriya ,1010
2023,10.1007/978-3-031-47243-5_15,Benchmarking Geospatial Question Answering Engines Using the Dataset GeoQuestions1089,Sergios-Anestis Kefalidis ,1011
2023,10.1007/978-3-031-47243-5_16,FedShop: A Benchmark for Testing the Scalability of SPARQL Federation Engines,Minh-Hoang Dang ,1012
2023,10.1007/978-3-031-47243-5_17,The Polifonia Ontology Network: Building a Semantic Backbone for Musical Heritage,Jacopo de Berardinis,1013
2023,10.1007/978-3-031-47243-5_18,Solving the IoT Cascading Failure Dilemma Using a Semantic Multi-agent System,Amal Guittoum ,1014
2023,10.1007/978-3-031-47243-5_19,Aviation Certification Powered by the Semantic Web Stack,Paul Cuddihy ,1015
2023,10.1007/978-3-031-47243-5_2,MMpedia: A Large-Scale Multi-modal Knowledge Graph,Yinan Wu ,1016
2023,10.1007/978-3-031-47243-5_20,The Holocaust Archival Material Knowledge Graph,Herminio García-González ,1017
2023,10.1007/978-3-031-47243-5_21,Scaling Data Science Solutions with Semantics and Machine Learning: Bosch Case,Baifan Zhou ,1018
2023,10.1007/978-3-031-47243-5_22,AIDA-Bot 2.0: Enhancing Conversational Agents with Knowledge Graphs for Analysing the Research Landscape,Antonello Meloni ,1019
2023,10.1007/978-3-031-47243-5_23,The Wikibase Approach to the Enslaved.Org Hub Knowledge Graph,Cogan Shimizu ,1020
2023,10.1007/978-3-031-47243-5_24,The World Literature Knowledge Graph,Marco Antonio Stranisci ,1021
2023,10.1007/978-3-031-47243-5_25,Literal-Aware Knowledge Graph Embedding for Welding Quality Monitoring: A Bosch Case,Zhipeng Tan ,1022
2023,10.1007/978-3-031-47243-5_3,Ontology Repositories and Semantic Artefact Catalogues with the OntoPortal Technology,Clement Jonquet ,1023
2023,10.1007/978-3-031-47243-5_4,AsdKB: A Chinese Knowledge Base for the Early Screening and Diagnosis of Autism Spectrum Disorder,Tianxing Wu ,1024
2023,10.1007/978-3-031-47243-5_5,TEC: Transparent Emissions Calculation Toolkit,Milan Markovic ,1025
2023,10.1007/978-3-031-47243-5_6,SemOpenAlex: The Scientific Landscape in 26 Billion RDF Triples,Michael Färber ,1026
2023,10.1007/978-3-031-47243-5_7,Comprehensive Analysis of Freebase and Dataset Creation for Robust Evaluation of Knowledge Graph Link Prediction Models,Nasim Shirvani-Mahdavi ,1027
2023,10.1007/978-3-031-47243-5_8,The SAREF Pipeline and Portal—An Ontology Verification Framework,Maxime Lefrançois ,1028
2023,10.1007/978-3-031-47243-5_9,The RML Ontology: A Community-Driven Modular Redesign After a Decade of Experience in Mapping Heterogeneous Data to RDF,Ana Iglesias-Molina ,1029
2024,10.1007/978-3-031-77844-5_1,SnapE – Training Snapshot Ensembles of Link Prediction Models,Ali Shaban ,1030
2024,10.1007/978-3-031-77844-5_10,Unaligned Federated Knowledge Graph Embedding,Deyu Chen ,1031
2024,10.1007/978-3-031-77844-5_11,Finetuning Generative Large Language Models with Discrimination Instructions for Knowledge Graph Completion,Yang Liu ,1032
2024,10.1007/978-3-031-77844-5_12,Blink: Blank Node Matching Using Embeddings,Alexander Becker ,1033
2024,10.1007/978-3-031-77844-5_13,Distilling Event Sequence Knowledge From Large Language Models,Somin Wadhwa ,1034
2024,10.1007/978-3-031-77844-5_2,Numerical Literals in Link Prediction: A Critical Examination of Models and Datasets,Moritz Blum ,1035
2024,10.1007/978-3-031-77844-5_3,Relationships Are Complicated! An Analysis of Relationships Between Datasets on the Web,Kate Lin ,1036
2024,10.1007/978-3-031-77844-5_4,Multi-view Transformer-Based Network for Prerequisite Learning in Concept Graphs,Zhichun Wang ,1037
2024,10.1007/978-3-031-77844-5_5,Knowledge Graph Structure as Prompt: Improving Small Language Models Capabilities for Knowledge-Based Causal Discovery,Yuni Susanti ,1038
2024,10.1007/978-3-031-77844-5_6,Repairing Networks of  Ontologies Using Weakening and Completing,Ying Li ,1039
2024,10.1007/978-3-031-77844-5_7,Do LLMs Really Adapt to Domains? An Ontology Learning Perspective,Huu Tan Mai ,1040
2024,10.1007/978-3-031-77844-5_8,Supervised Relational Learning with Selective Neighbor Entities for Few-Shot Knowledge Graph Completion,Jiewen Hou ,1041
2024,10.1007/978-3-031-77844-5_9,Knowledge Graphs for Enhancing Large Language Models in Entity Disambiguation,Gerard Pons ,1042
2024,10.1007/978-3-031-77847-6_1,SparkKG-ML: A Library to Facilitate End–to–End Large–Scale Machine Learning Over Knowledge Graphs in Python,Bedirhan Gergin ,1043
2025,10.1007/978-3-031-77847-6_10,Data Privacy Vocabulary (DPV) – Version 2.0,Harshvardhan J. Pandit ,1044
2025,10.1007/978-3-031-77847-6_11,Developing Application Profiles for Enhancing Data and Workflows in Cultural Heritage Digitisation Processes,Sebastian Barzaghi ,1045
2024,10.1007/978-3-031-77847-6_12,Intelligent Urban Traffic Management via Semantic Interoperability Across Multiple Heterogeneous Mobility Data Sources,Mario Scrocca ,1046
2024,10.1007/978-3-031-77847-6_13,Quality in Color: Using Knowledge Graphs for Enhanced Quality Control in an Automotive Paintshop,Bram Steenwinckel ,1047
2024,10.1007/978-3-031-77847-6_14,UFEL: a By-Design Understandable and Frugal Entity Linking System for French Microposts,Vivien Leonard ,1048
2024,10.1007/978-3-031-77847-6_15,Leveraging Knowledge Graphs for Earth System Dataset Discovery,Vincent Armant ,1049
2024,10.1007/978-3-031-77847-6_16,Semantic and Technically Interoperable Data Exchange in the Flanders Smart Data Space,Dwight Van Lancker ,1050
2024,10.1007/978-3-031-77847-6_17,Integrating Large Language Models and Knowledge Graphs for Extraction and Validation of Textual Test Data,Antonio De Santis ,1051
2024,10.1007/978-3-031-77847-6_18,Increasing the Accuracy of LLM Question-Answering Systems with Ontologies,Dean Allemang ,1052
2024,10.1007/978-3-031-77847-6_2,KROWN: A Benchmark for RDF Graph Materialisation,Dylan Van Assche,1053
2024,10.1007/978-3-031-77847-6_3,KGHeartBeat: An Open Source Tool for Periodically Evaluating the Quality of Knowledge Graphs,Maria Angela Pellegrino ,1054
2024,10.1007/978-3-031-77847-6_4,InstructIE: A Bilingual Instruction-based Information Extraction Dataset,Honghao Gui ,1055
2024,10.1007/978-3-031-77847-6_5,Diachronical Geometry Without Polygons: The Extended HHT Ontology for Heterogeneous Geometrical Representations,William Charles ,1056
2024,10.1007/978-3-031-77847-6_6,"CimpleKG: A Continuously Updated Knowledge Graph on Misinformation, Factors and Fact-Checks",Grégoire Burel ,1057
2024,10.1007/978-3-031-77847-6_7,AutoRDF2GML: Facilitating RDF Integration in Graph Machine Learning,Michael Färber ,1058
2024,10.1007/978-3-031-77847-6_8,SciHyp: A Fine-Grained Dataset Describing Hypotheses and Their Components from Scientific Articles,Rosni Vasu ,1059
2024,10.1007/978-3-031-77847-6_9,The ICS-SEC KG: An Integrated Cybersecurity Resource for Industrial Control Systems,Kabul Kurniawan ,1060
2024,10.1007/978-3-031-77850-6_1,AdaptLIL: A Real-Time Adaptive Linked Indented List Visualization for Ontology Mapping,Bo Fu ,1061
2024,10.1007/978-3-031-77850-6_10,Understanding SPARQL Queries: Are We Already There? Multilingual Natural Language Generation Based on SPARQL Queries and Large Language Models,Aleksandr Perevalov ,1062
2024,10.1007/978-3-031-77850-6_11,Advancing Robotic Perception with Perceived-Entity Linking,Mark Adamik ,1063
2024,10.1007/978-3-031-77850-6_12,PreAdapter: Pre-training Language Models on Knowledge Graphs,Janna Omeliyanenko ,1064
2024,10.1007/978-3-031-77850-6_13,PRONTO: Prompt-Based Detection of Semantic Containment Patterns in MLMs,Alessandro De Bellis ,1065
2024,10.1007/978-3-031-77850-6_2,DISCIE–Discriminative Closed Information Extraction,Cedric Möller ,1066
2024,10.1007/978-3-031-77850-6_3,Expanding the Scope: Inductive Knowledge Graph Reasoning with Multi-starting Progressive Propagation,Zhoutian Shao ,1067
2024,10.1007/978-3-031-77850-6_4,Compiling SHACL Into SQL,Maxime Jakubowski ,1068
2024,10.1007/978-3-031-77850-6_5,DUNKS: Chunking and Summarizing Large and Heterogeneous Data for Dataset Search,Qiaosheng Chen ,1069
2024,10.1007/978-3-031-77850-6_6,CRAWD: Sampling-Based Estimation of Count-Distinct SPARQL Queries,Thi Hoang Thi Pham ,1070
2024,10.1007/978-3-031-77850-6_7,Exploiting Distant Supervision to Learn Semantic Descriptions of Tables with Overlapping Data,Binh Vu ,1071
2024,10.1007/978-3-031-77850-6_8,PathFinder: Returning Paths in Graph Queries,Benjamín Farías ,1072
2024,10.1007/978-3-031-77850-6_9,eSPARQL: Representing and Reconciling Agnostic and Atheistic Beliefs in RDF-star Knowledge Graphs,Xinyi Pan ,1073
